id,Nama,Kabupaten,Rating,Total_Review,Mood_Review,Link,Kategori,mood_clean,feature_text,rating_norm,review_norm
900,Juragan Seafood Jembrana,Jembrana,4.9,9, restoran |  hotel |  rekomendasi aktivitas |  transportasi umum |  parkir |  apotek |  atm | semua | halal | rumah,https://www.google.com/maps/place/Juragan+Seafood+Jembrana/data=!4m7!3m6!1s0x2dd1637991592eb1:0xc7e0397715c2660!8m2!3d-8.365129!4d114.6266407!16s%2Fg%2F11s58mbk18!19sChIJsS5ZkXlj0S0RYCZccZcDfgw?authuser=0&hl=id&rclk=1,General Chill, restoran  hotel  rekomendasi aktivitas  transportasi umum  parkir  apotek  atm halal rumah, restoran  hotel  rekomendasi aktivitas  transportasi umum  parkir  apotek  atm halal rumah general chill general chill jembrana,0.9750000000000001,0.17102795795528947
901,Warung Seafood 99,Jembrana,4.4,58, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sambalnya | rice,https://www.google.com/maps/place/Warung+Seafood+99/data=!4m7!3m6!1s0x2dd3d383ffb21cdf:0x87589239cd7ef20b!8m2!3d-8.4375049!4d114.850982!16s%2Fg%2F11c2d54x2l!19sChIJ3xyy_4PT0y0RC_J-zTmSWIc?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sambalnya rice, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sambalnya rice work from cafe   vibrant nightlife work from cafe   vibrant nightlife jembrana,0.8500000000000001,0.35964441448280626
902,Pareidolia Garden,Jembrana,5.0,2, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket,https://www.google.com/maps/place/Pareidolia+Garden/data=!4m7!3m6!1s0x2dd1436c810d9893:0xf01e818e59a21101!8m2!3d-8.5224758!4d115.0168963!16s%2Fg%2F11v9vcl9hb!19sChIJk5gNgWxD0S0RARGiWY6BHvA?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket work from cafe   vibrant nightlife work from cafe   vibrant nightlife jembrana,1.0,0.04308701126406417
903,Lesehan ikan bakar Biru laut ibu wati 2,Jembrana,4.2,90, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | luas | sambalnya | pelayanan | cumi | harganya | pesan | tepung | sup | goreng,https://www.google.com/maps/place/Lesehan+ikan+bakar+Biru+laut+ibu+wati+2/data=!4m7!3m6!1s0x2dd161ded35a17c5:0xf7b907cf298e8f25!8m2!3d-8.335902!4d114.5492258!16s%2Fg%2F11h2m1hcrj!19sChIJxRda095h0S0RJY-OKc8Hufc?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket luas sambalnya pelayanan cumi harganya pesan tepung sup goreng, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket luas sambalnya pelayanan cumi harganya pesan tepung sup goreng family friendly   work from cafe   vibrant nightlife   budget friendly family friendly   work from cafe   vibrant nightlife   budget friendly jembrana,0.8,0.40569166298664705
904,Pho Mo Berawa,Badung,4.6,46, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | kaldunya | pho daging sapi | meatball | brisket | penciuman | herbal | collagen | comfort food | rib eye | pulau,https://www.google.com/maps/place/Pho+Mo+Berawa/data=!4m7!3m6!1s0x2dd2473ddfe87631:0x6dab5441103e427!8m2!3d-8.6589254!4d115.138121!16s%2Fg%2F11jyj0rbt5!19sChIJMXbo3z1H0i0RJ-QDEUS12gY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kaldunya pho daging sapi meatball brisket penciuman herbal collagen comfort food rib eye pulau, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket kaldunya pho daging sapi meatball brisket penciuman herbal collagen comfort food rib eye pulau work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.8999999999999999,0.33548068622088
905,Dulang Kafe Kuta Square,Badung,4.6,1458, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | nasi goreng | sop buntut | indonesia | pad thai | mie goreng | tumbuhan | anggun c. sasmi | ayam mete | tom yum | rendang,https://www.google.com/maps/place/Dulang+Kafe+Kuta+Square/data=!4m7!3m6!1s0x2dd246bb50c25a4b:0xde809104599f5bba!8m2!3d-8.7233699!4d115.1714518!16s%2Fg%2F11gzkhhmw!19sChIJS1rCULtG0i0RulufWQSRgN4?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi goreng sop buntut indonesia pad thai mie goreng tumbuhan anggun c. sasmi ayam mete tom yum rendang, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi goreng sop buntut indonesia pad thai mie goreng tumbuhan anggun c. sasmi ayam mete tom yum rendang work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.8999999999999999,0.7005413207303657
906,Doddy's Joint Cafe,Badung,4.8,998, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | keluarga | pizza | parkir | service | anak | standart | cocktail | luas | santai,https://www.google.com/maps/place/Doddy%27s+Joint+Cafe/data=!4m7!3m6!1s0x2dd238c6a1e56cdf:0x912d7a45e390bcda!8m2!3d-8.6310159!4d115.1780258!16s%2Fg%2F11bwqqd_wh!19sChIJ32zlocY40i0R2ryQ40V6LZE?authuser=0&hl=id&rclk=1,Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga keluarga pizza parkir service anak standart cocktail luas santai, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga keluarga pizza parkir service anak standart cocktail luas santai family friendly   work from cafe   vibrant nightlife   budget friendly family friendly   work from cafe   vibrant nightlife   budget friendly badung,0.95,0.6602930195855434
907,Setia Resto,Badung,4.3,43, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket,https://www.google.com/maps/place/Setia+Resto/data=!4m7!3m6!1s0x2dd2395107dc6027:0x88269c3cafd891d1!8m2!3d-8.5786734!4d115.1815515!16s%2Fg%2F11d_7r1471!19sChIJJ2DcB1E50i0R0ZHYrzycJog?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.825,0.3284716202263732
908,Warung Yess,Badung,4.5,45, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | indonesian food | nasi campur | makanan lokal | taman | service | bali | rice | atmosphere | vegetarian | nilai,https://www.google.com/maps/place/Warung+Yess/data=!4m7!3m6!1s0x2dd2386f7acfb69f:0x8fefd0a0f0eb3107!8m2!3d-8.6421349!4d115.1294979!16s%2Fg%2F11cjhkqx4_!19sChIJn7bPem840i0RBzHr8KDQ748?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket indonesian food nasi campur makanan lokal taman service bali rice atmosphere vegetarian nilai, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket indonesian food nasi campur makanan lokal taman service bali rice atmosphere vegetarian nilai work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.3331953154501953
909,Point Cafe SPBU Kapal Badung,Badung,3.8,153, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | barista | pelayanan | senyum | harga | orang | pom bensin | gk | cowok | badan | niat,https://www.google.com/maps/place/Point+Cafe+SPBU+Kapal+Badung/data=!4m7!3m6!1s0x2dd2393166572741:0x50c47b7b25f801df!8m2!3d-8.5776423!4d115.1803643!16s%2Fg%2F11fjx_d8_6!19sChIJQSdXZjE50i0R3wH4JXt7xFA?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket barista pelayanan senyum harga orang pom bensin cowok badan niat, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket barista pelayanan senyum harga orang pom bensin cowok badan niat work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.7,0.4615972851858424
910,Ayam Guling Enakko Mengwi Dps Bali,Badung,4.7,194, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | nasi kebuli | sambalnya | kasir | aroma | juara | bumbu | gurih | kekurangan | kapal,https://www.google.com/maps/place/Ayam+Guling+Enakko+Mengwi+Dps+Bali/data=!4m7!3m6!1s0x2dd2390017e5912f:0xc170e4cf163457c1!8m2!3d-8.5767156!4d115.1785163!16s%2Fg%2F11xzrvms61!19sChIJL5HlFwA50i0RwVc0Fs_kcME?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga nasi kebuli sambalnya kasir aroma juara bumbu gurih kekurangan kapal, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga nasi kebuli sambalnya kasir aroma juara bumbu gurih kekurangan kapal work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.925,0.48668096724653154
911,"Gogo Fried Chicken, Kapal",Badung,4.4,148, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | nasi | kasir | es teh | pelayanan | sambal | pesan | meja | lapar | ayam geprek,"https://www.google.com/maps/place/Gogo+Fried+Chicken,+Kapal/data=!4m7!3m6!1s0x2dd23900496db7cb:0x5b0402c9d641c7d5!8m2!3d-8.5771095!4d115.1803993!16s%2Fg%2F11wqj4xqgy!19sChIJy7dtSQA50i0R1cdB1skCBFs?authuser=0&hl=id&rclk=1",Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga nasi kasir es teh pelayanan sambal pesan meja lapar ayam geprek, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga nasi kasir es teh pelayanan sambal pesan meja lapar ayam geprek work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.8500000000000001,0.4580898498004782
912,The Coffee Club,Badung,4.9,10943, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | flight | adi | tikka | check in | indah | desi | bagasi | malaikat! dia | wisnu | anna asti,https://www.google.com/maps/place/The+Coffee+Club/data=!4m7!3m6!1s0x2dd2441869a37d35:0x81861c6d215913e0!8m2!3d-8.7428816!4d115.1663389!16s%2Fg%2F11bx45wl1q!19sChIJNX2jaRhE0i0R4BNZIW0choE?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket flight adi tikka check in indah desi bagasi malaikat! dia wisnu anna asti, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket flight adi tikka check in indah desi bagasi malaikat! dia wisnu anna asti work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.9750000000000001,0.9146708558664117
913,Warung lalapan buk intan,Badung,3.9,47, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sambal,https://www.google.com/maps/place/Warung+lalapan+buk+intan/data=!4m7!3m6!1s0x2dd2399f55c23639:0xc02d0474e5bd2ccd!8m2!3d-8.5770452!4d115.179502!16s%2Fg%2F11kr8vbxnn!19sChIJOTbCVZ850i0RzSy95XQELcA?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sambal, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sambal work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.725,0.3377179403300843
914,Warung Carik Aban,Badung,4.0,751, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sawah | pelayanan | nasi | gurami | masakan | ayam bakar | kerang | standar | basi | pedesaan,https://www.google.com/maps/place/Warung+Carik+Aban/data=!4m7!3m6!1s0x2dd23eaf6a49d55d:0x78ec07d83432cb34!8m2!3d-8.5763279!4d115.1991023!16s%2Fg%2F11bzvc4dlm!19sChIJXdVJaq8-0i0RNMsyNNgH7Hg?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah pelayanan nasi gurami ayam bakar kerang standar basi pedesaan, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah pelayanan nasi gurami ayam bakar kerang standar basi pedesaan sunset & view   work from cafe   vibrant nightlife sunset & view   work from cafe   vibrant nightlife badung,0.75,0.6301116152869002
915,Warung Makan Nikmat halal,Badung,4.5,4323, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | masakan indonesia | masakan jawa | nasi campur | rawon | sop buntut | bali | sayur | bakwan | wajib | jari,https://www.google.com/maps/place/Warung+Makan+Nikmat+halal/data=!4m7!3m6!1s0x2dd246b219518625:0x5c69e8e6a84d4348!8m2!3d-8.7258097!4d115.174564!16s%2Fg%2F1hm2hntdt!19sChIJJYZRGbJG0i0RSENNqOboaVw?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket masakan indonesia masakan jawa nasi campur rawon sop buntut bali sayur bakwan wajib jari, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket masakan indonesia masakan jawa nasi campur rawon sop buntut bali sayur bakwan wajib jari work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.875,0.8159914662040854
916,MissBar,Badung,5.0,1, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket,https://www.google.com/maps/place/MissBar/data=!4m7!3m6!1s0x2dd23939fe5708cb:0xe1359b8c05b4ab5f!8m2!3d-8.5832322!4d115.1730371!16s%2Fg%2F11h64h4qz9!19sChIJywhX_jk50i0RX6u0BYybNeE?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,1.0,0.0
917,De Daun Restaurant Indonesian Fusion,Badung,4.5,127, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | sawah | harga | jamu | pancake | service | healthy food | masakan indonesia | ikan | nasi goreng | local food,https://www.google.com/maps/place/De+Daun+Restaurant+Indonesian+Fusion/data=!4m7!3m6!1s0x2dd2474344feb96b:0x1ee499806d27696b!8m2!3d-8.6642045!4d115.1702112!16s%2Fg%2F1pzqvlwp7!19sChIJa7n-RENH0i0Ra2knbYCZ5B4?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah harga jamu pancake service healthy food masakan indonesia ikan nasi goreng local food, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket sawah harga jamu pancake service healthy food masakan indonesia ikan nasi goreng local food sunset & view   work from cafe   vibrant nightlife   budget friendly sunset & view   work from cafe   vibrant nightlife   budget friendly badung,0.875,0.4419463935990302
918,Steak Ajik,Badung,4.8,41, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | bumbu | lada | lalat,https://www.google.com/maps/place/Steak+Ajik/data=!4m7!3m6!1s0x2dd2390076a9e4cb:0xc92c4d530ad3972!8m2!3d-8.5814607!4d115.1747875!16s%2Fg%2F11x13hymjw!19sChIJy-SpdgA50i0RcjmtMNXEkgw?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga bumbu lada lalat, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga bumbu lada lalat work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.95,0.32352814075654335
919,Warung Geben,Badung,4.4,66, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | chinese food | babinya | pelayanan,https://www.google.com/maps/place/Warung+Geben/data=!4m7!3m6!1s0x2dd2392d76636363:0xd472046107c7ad7a!8m2!3d-8.6024085!4d115.185954!16s%2Fg%2F11df81538g!19sChIJY2Njdi050i0Req3HB2EEctQ?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga chinese food babinya pelayanan, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga chinese food babinya pelayanan work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.8500000000000001,0.37315664122897385
920,Gula Bali The Joglo,Badung,4.6,2802, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | tipat | salju | rujak kuah pindang | jajanan | singkong | es teler | rambutan | rindang | durian | siomay,https://www.google.com/maps/place/Gula+Bali+The+Joglo/data=!4m7!3m6!1s0x2dd246ca69514b13:0x1e4cbaf9556254dc!8m2!3d-8.7120571!4d115.1849614!16s%2Fg%2F11cjmcppft!19sChIJE0tRacpG0i0R3FRiVfm6TB4?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket tipat salju rujak kuah pindang jajanan singkong es teler rambutan rindang durian siomay, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket tipat salju rujak kuah pindang jajanan singkong es teler rambutan rindang durian siomay work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.8999999999999999,0.7699263050335718
921,Warung The Ulam,Badung,4.1,345, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | kerang | sawah | seafood | sambal | service | grill | udang | bumbunya | kepala ikan,https://www.google.com/maps/place/Warung+The+Ulam/data=!4m7!3m6!1s0x2dd2384a1b099a2d:0x37f72a9e48f35920!8m2!3d-8.6207031!4d115.118354!16s%2Fg%2F11f2rxhdjx!19sChIJLZoJG0o40i0RIFnzSJ4q9zc?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga kerang sawah seafood sambal service grill udang bumbunya kepala ikan, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga kerang sawah seafood sambal service grill udang bumbunya kepala ikan sunset & view   work from cafe   vibrant nightlife   budget friendly sunset & view   work from cafe   vibrant nightlife   budget friendly badung,0.7749999999999999,0.5476178554922667
922,Pasar Badung,Badung,4.5,18229, restoran |  hotel |  rekomendasi aktivitas |  transportasi umum |  parkir |  apotek |  atm | semua | eskalator | tawar menawar | souvenir | wisata | basement | nyaman | jokowi | kebaya | internasional | selfie,https://www.google.com/maps/place/Pasar+Badung/data=!4m7!3m6!1s0x2dd240a20b08cb11:0xc0600ec21e227e5e!8m2!3d-8.6564332!4d115.2124899!16s%2Fg%2F11bbrg28hl!19sChIJEcsIC6JA0i0RXn4iHsIOYMA?authuser=0&hl=id&rclk=1,General Chill, restoran  hotel  rekomendasi aktivitas  transportasi umum  parkir  apotek  atm eskalator tawar menawar souvenir wisata basement nyaman jokowi kebaya internasional selfie, restoran  hotel  rekomendasi aktivitas  transportasi umum  parkir  apotek  atm eskalator tawar menawar souvenir wisata basement nyaman jokowi kebaya internasional selfie general chill general chill badung,0.875,0.968895794641158
923,Dapur Setia,Badung,4.3,56, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | nasi goreng,https://www.google.com/maps/place/Dapur+Setia/data=!4m7!3m6!1s0x2dd2391b98c51639:0xd6fb8ad461bf0347!8m2!3d-8.6211819!4d115.1393345!16s%2Fg%2F11h749zkl5!19sChIJORbFmBs50i0RRwO_YdSK-9Y?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi goreng, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket nasi goreng work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,0.825,0.35597971873681233
924,Pondok Capcay Lukluk,Badung,4.3,414, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | chinese food | jamur | babi | pelayanan | enak | nasi goreng | fuyunghai | cap cay | proses,https://www.google.com/maps/place/Pondok+Capcay+Lukluk/data=!4m7!3m6!1s0x2dd2394a8e06e9ad:0x3b3a9d74161d6ac3!8m2!3d-8.5902576!4d115.1869646!16s%2Fg%2F11gdrdtq3d!19sChIJrekGjko50i0Rw2odFnSdOjs?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga chinese food jamur babi pelayanan enak nasi goreng fuyunghai cap cay proses, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga chinese food jamur babi pelayanan enak nasi goreng fuyunghai cap cay proses work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.825,0.5669411733113486
925,Kaemon Bali (Munggu),Badung,4.4,301, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | sunset | pantai | makizushi | gyoza | alpukat | goreng | desain | katsudon | warung,https://www.google.com/maps/place/Kaemon+Bali+%28Munggu%29/data=!4m7!3m6!1s0x2dd238767dabd52d:0x7749b1af78758092!8m2!3d-8.6350679!4d115.1214543!16s%2Fg%2F11cjh_bn62!19sChIJLdWrfXY40i0RkoB1eK-xSXc?authuser=0&hl=id&rclk=1,Sunset & View | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga sunset pantai makizushi gyoza alpukat goreng desain katsudon warung, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga sunset pantai makizushi gyoza alpukat goreng desain katsudon warung sunset & view   work from cafe   vibrant nightlife   budget friendly sunset & view   work from cafe   vibrant nightlife   budget friendly badung,0.8500000000000001,0.5331644783258078
926,Sunny16 Cafe - Fontana Hotel,Badung,4.3,764, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | service | meeting | donatnya | nyamuk | santai | smoothies | diskusi | wifi | pizza,https://www.google.com/maps/place/Sunny16+Cafe+-+Fontana+Hotel/data=!4m7!3m6!1s0x2dd246cff4c3cb63:0x3fa4636bf5d607c7!8m2!3d-8.7044649!4d115.1772928!16s%2Fg%2F1ptx0kd6f!19sChIJY8vD9M9G0i0RxwfW9WtjpD8?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga service meeting donatnya nyamuk santai smoothies diskusi wifi pizza, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga service meeting donatnya nyamuk santai smoothies diskusi wifi pizza work from cafe   vibrant nightlife   budget friendly work from cafe   vibrant nightlife   budget friendly badung,0.825,0.6319329563600283
927,Lalah manis kapal,Badung,5.0,15, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket,https://www.google.com/maps/place/Lalah+manis+kapal/data=!4m7!3m6!1s0x2dd2390fed605769:0xc608bdde3577a979!8m2!3d-8.5777876!4d115.1774285!16s%2Fg%2F11rn_hq1zr!19sChIJaVdg7Q850i0Real3Nd69CMY?authuser=0&hl=id&rclk=1,Work from Cafe | Vibrant Nightlife, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket work from cafe   vibrant nightlife work from cafe   vibrant nightlife badung,1.0,0.22097319679951513
928,Warung Sawah Sawah,Badung,4.1,418, restoran terdekat |  hotel |  rekomendasi aktivitas |  bar |  kopi |  bawa pulang |  minimarket | semua | harga | gurami | sejuk | persawahan | pemandangan | goreng | atmosphere | anak | pelayanan | ayam bakar,https://www.google.com/maps/place/Warung+Sawah+Sawah/data=!4m7!3m6!1s0x2dd223466a307357:0x2ae872e0c2ff6c4c!8m2!3d-8.4945353!4d115.2098996!16s%2Fg%2F11c58l6svn!19sChIJV3MwakYj0i0RTGz_wuBy6Co?authuser=0&hl=id&rclk=1,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga gurami sejuk persawahan pemandangan goreng atmosphere anak pelayanan ayam bakar, restoran terdekat  hotel  rekomendasi aktivitas  bar  kopi  bawa pulang  minimarket harga gurami sejuk persawahan pemandangan goreng atmosphere anak pelayanan ayam bakar sunset & view   family friendly   work from cafe   vibrant nightlife   budget friendly sunset & view   family friendly   work from cafe   vibrant nightlife   budget friendly badung,0.7749999999999999,0.5679605158522714
